Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date,Name,Team,Role,Project_Name,Client
3187,142,1,Performance Testing,4,2025-02-10,Joshua Alexander,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
3188,124,1,Security Patching,9,2025-02-04,Christina Cooper,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
3189,118,4,Code Review,4,2025-01-06,Charles Wong,QA,QA Engineer,SRMG,Conley and Sons
3190,35,5,Design Review,6,2025-01-27,Deborah Davis,Data,ML Engineer,NBC,"Mcclure, Howard and Patterson"
3191,110,2,Code Review,11,2025-01-10,Jeffrey Payne,Dev,Frontend Developer,Revold World,Martinez-James
3192,153,1,Database Optimization,8,2025-01-09,Cody Carroll,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
3193,128,2,Performance Testing,4,2025-02-22,David Barrera,Admin,Office Manager,Revold World,Martinez-James
3194,102,1,UI Enhancement,2,2025-02-20,Edward Martin,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
3195,199,2,Database Optimization,2,2025-01-01,Matthew Green,QA,Automation Engineer,Revold World,Martinez-James
3196,88,4,Testing,6,2025-03-12,Gabriel Mejia,Dev,Backend Developer,SRMG,Conley and Sons
3197,32,4,Database Optimization,7,2025-03-20,Kurt Miller,Dev,Frontend Developer,SRMG,Conley and Sons
3198,50,5,Feature Development,2,2025-03-14,Michael Snow,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
3199,172,2,Testing,4,2025-03-14,Jessica Morris,Dev,Software Engineer,Revold World,Martinez-James
3200,61,4,Design Review,1,2025-03-14,Leslie Smith,Data,Data Engineer,SRMG,Conley and Sons
3201,152,4,Database Optimization,10,2025-02-14,Jennifer Stevens,Admin,HR,SRMG,Conley and Sons
3202,61,2,Design Review,2,2025-03-18,Leslie Smith,Data,Data Engineer,Revold World,Martinez-James
3203,72,3,Meeting,4,2025-03-01,Cynthia Johnson,Admin,HR,Planted,Clark and Sons
3204,145,1,Feature Development,5,2025-02-07,Mario Brown,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
3205,189,1,Design Review,6,2025-02-24,Elizabeth Boyle,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
3206,103,3,Code Review,11,2025-02-21,Patrick Carlson,QA,Test Analyst,Planted,Clark and Sons
3207,59,4,Feature Development,7,2025-01-11,George Hicks,Admin,Office Manager,SRMG,Conley and Sons
3208,159,5,Bug Fixing,7,2025-01-19,Drew Cantrell,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
3209,8,4,Design Review,2,2025-02-15,Shelly Morales,Data,Data Analyst,SRMG,Conley and Sons
3210,173,2,Database Optimization,1,2025-03-03,Duane Smith,Design,UI Designer,Revold World,Martinez-James
3211,88,2,Feature Development,7,2025-02-13,Gabriel Mejia,Dev,Backend Developer,Revold World,Martinez-James
3212,190,5,Feature Development,4,2025-01-16,Ronald Peterson,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
3213,192,2,UI Enhancement,6,2025-02-02,Justin Obrien,Management,Scrum Master,Revold World,Martinez-James
3214,87,2,Performance Testing,2,2025-02-13,Andrew Hughes,Data,Data Analyst,Revold World,Martinez-James
3215,194,4,Feature Development,5,2025-02-15,Christopher Robinson,Data,ML Engineer,SRMG,Conley and Sons
3216,102,4,Database Optimization,11,2025-02-24,Edward Martin,Dev,Frontend Developer,SRMG,Conley and Sons
3217,78,3,Meeting,2,2025-03-09,Paul Stevenson,Dev,Backend Developer,Planted,Clark and Sons
3218,2,5,Code Review,1,2025-03-25,Makayla Conway,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
3219,180,3,Security Patching,2,2025-01-13,Lynn Obrien,Design,Graphic Designer,Planted,Clark and Sons
3220,152,4,Design Review,9,2025-01-15,Jennifer Stevens,Admin,HR,SRMG,Conley and Sons
3221,134,2,Bug Fixing,6,2025-02-11,Joshua Allen,Design,UI Designer,Revold World,Martinez-James
3222,82,5,Design Review,5,2025-01-25,Sharon Graham,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
3223,182,3,UI Enhancement,6,2025-01-18,Nancy Parsons,Admin,HR,Planted,Clark and Sons
3224,103,4,UI Enhancement,5,2025-03-14,Patrick Carlson,QA,Test Analyst,SRMG,Conley and Sons
3225,119,1,Feature Development,7,2025-03-19,Crystal Carr,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
3226,150,2,Database Optimization,9,2025-03-06,Timothy Hernandez,Dev,Backend Developer,Revold World,Martinez-James
3227,61,4,Bug Fixing,11,2025-02-25,Leslie Smith,Data,Data Engineer,SRMG,Conley and Sons
3228,106,5,Database Optimization,3,2025-03-16,Scott Nguyen,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3229,56,5,Performance Testing,7,2025-03-06,Caleb Brown,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
3230,160,4,UI Enhancement,5,2025-03-14,Carrie Gonzalez,QA,QA Engineer,SRMG,Conley and Sons
3231,28,5,Database Optimization,9,2025-01-06,Sherry Velazquez,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
3232,115,5,Performance Testing,3,2025-01-20,Matthew Thomas PhD,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
3233,200,2,Feature Development,11,2025-02-08,Marie James,QA,QA Engineer,Revold World,Martinez-James
3234,72,1,Performance Testing,4,2025-02-02,Cynthia Johnson,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
3235,93,2,Testing,3,2025-01-29,Kristen Golden,Design,UI Designer,Revold World,Martinez-James
3236,19,1,Testing,5,2025-03-20,Carla Clark,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
3237,179,5,Security Patching,10,2025-01-16,Jonathan Flowers,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
3238,181,1,Meeting,6,2025-03-08,Amanda Santana,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
3239,119,2,Design Review,1,2025-03-04,Crystal Carr,Design,UI Designer,Revold World,Martinez-James
3240,113,1,Performance Testing,2,2025-01-02,Natalie Garcia,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
3241,65,2,Bug Fixing,4,2025-01-19,Jon Wise,Admin,System Admin,Revold World,Martinez-James
3242,153,4,Security Patching,9,2025-01-22,Cody Carroll,Data,Data Engineer,SRMG,Conley and Sons
3243,10,2,UI Enhancement,3,2025-01-10,Meagan Garza,Management,Project Manager,Revold World,Martinez-James
3244,138,4,Performance Testing,4,2025-03-28,Casey Hicks,Design,UI Designer,SRMG,Conley and Sons
3245,106,1,Bug Fixing,10,2025-03-15,Scott Nguyen,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
3246,73,3,Meeting,2,2025-02-13,Bradley Robinson,QA,QA Engineer,Planted,Clark and Sons
3247,20,1,Bug Fixing,1,2025-01-16,Melissa Avery,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
3248,59,2,Database Optimization,11,2025-02-01,George Hicks,Admin,Office Manager,Revold World,Martinez-James
3249,96,2,Bug Fixing,1,2025-02-23,Amy Mccarthy,Management,Product Owner,Revold World,Martinez-James
3250,24,2,Database Optimization,6,2025-03-03,Michael Garcia,Design,Graphic Designer,Revold World,Martinez-James
3251,27,4,UI Enhancement,6,2025-03-11,Sara Young,Data,Data Engineer,SRMG,Conley and Sons
3252,53,4,Testing,5,2025-01-03,Michael Dixon,Data,Data Analyst,SRMG,Conley and Sons
3253,11,4,Security Patching,9,2025-03-22,Jason Jones,Management,Project Manager,SRMG,Conley and Sons
3254,139,4,Meeting,2,2025-01-03,Benjamin Torres,QA,Test Analyst,SRMG,Conley and Sons
3255,97,2,Code Review,6,2025-01-18,Chelsea Leblanc,Management,Scrum Master,Revold World,Martinez-James
3256,108,1,Code Review,1,2025-01-11,Susan Joseph,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
3257,137,5,Database Optimization,10,2025-03-01,Heather Banks,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
3258,157,1,UI Enhancement,10,2025-01-27,Edwin Murray,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
3259,102,3,Bug Fixing,12,2025-01-04,Edward Martin,Dev,Frontend Developer,Planted,Clark and Sons
3260,199,1,Meeting,3,2025-03-24,Matthew Green,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
3261,98,1,Testing,8,2025-03-17,Debra Garner,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
3262,87,3,Meeting,6,2025-02-19,Andrew Hughes,Data,Data Analyst,Planted,Clark and Sons
3263,141,1,Security Patching,10,2025-02-03,Morgan Johnson,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
3264,98,2,Feature Development,1,2025-03-21,Debra Garner,Data,ML Engineer,Revold World,Martinez-James
3265,173,2,Database Optimization,11,2025-03-02,Duane Smith,Design,UI Designer,Revold World,Martinez-James
3266,62,5,Design Review,4,2025-01-23,Christian Martinez II,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
3267,83,2,Feature Development,3,2025-02-27,Patricia Beasley,Management,Project Manager,Revold World,Martinez-James
3268,121,2,Security Patching,10,2025-03-28,Alisha Mclean,Data,Data Engineer,Revold World,Martinez-James
3269,123,1,Bug Fixing,2,2025-01-30,Deborah Perez,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
3270,44,3,Performance Testing,1,2025-02-04,Alyssa Ross,Dev,Software Engineer,Planted,Clark and Sons
3271,40,3,Testing,6,2025-01-10,Virginia Sullivan,Data,Data Analyst,Planted,Clark and Sons
3272,114,2,Code Review,4,2025-03-19,Amber Hall,Management,Scrum Master,Revold World,Martinez-James
3273,7,3,Code Review,1,2025-02-18,Mr. Scott Bowman III,Design,UX Designer,Planted,Clark and Sons
3274,4,4,Meeting,9,2025-01-01,Tracy Gonzalez,Management,Project Manager,SRMG,Conley and Sons
3275,178,2,Feature Development,12,2025-02-26,Robert Pena,Data,Data Analyst,Revold World,Martinez-James
3276,162,4,Testing,7,2025-02-14,Mr. Ethan Doyle,Data,ML Engineer,SRMG,Conley and Sons
3277,119,1,Database Optimization,2,2025-01-19,Crystal Carr,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
3278,43,2,Design Review,5,2025-02-28,Mr. Jesus Lynch,Design,UI Designer,Revold World,Martinez-James
3279,127,5,Testing,9,2025-03-05,Sarah Cole,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
3280,192,5,Feature Development,12,2025-03-07,Justin Obrien,Management,Scrum Master,NBC,"Mcclure, Howard and Patterson"
3281,169,2,Design Review,12,2025-01-05,Shari Frey,Dev,Backend Developer,Revold World,Martinez-James
3282,184,4,Design Review,3,2025-03-25,Sandra Williams,Admin,System Admin,SRMG,Conley and Sons
3283,177,5,Testing,8,2025-02-02,Shawn Frazier,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
3284,50,1,Design Review,2,2025-02-24,Michael Snow,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
3285,133,5,Database Optimization,11,2025-01-06,David Graham,Data,ML Engineer,NBC,"Mcclure, Howard and Patterson"
3286,166,3,Bug Fixing,12,2025-01-08,Marissa Pope,Management,Project Manager,Planted,Clark and Sons
3287,21,5,Performance Testing,12,2025-02-21,Victor Gamble,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
3288,181,1,Meeting,10,2025-03-13,Amanda Santana,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
3289,169,2,Bug Fixing,8,2025-02-23,Shari Frey,Dev,Backend Developer,Revold World,Martinez-James
3290,90,4,UI Enhancement,3,2025-01-28,Scott Arellano,Management,Scrum Master,SRMG,Conley and Sons
3291,179,4,Security Patching,4,2025-02-25,Jonathan Flowers,Admin,System Admin,SRMG,Conley and Sons
3292,40,2,Bug Fixing,4,2025-02-25,Virginia Sullivan,Data,Data Analyst,Revold World,Martinez-James
3293,26,4,Testing,10,2025-02-13,Megan Petersen,QA,Automation Engineer,SRMG,Conley and Sons
3294,5,1,Testing,1,2025-03-11,Kristen Smith,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
3295,10,2,Bug Fixing,5,2025-01-08,Meagan Garza,Management,Project Manager,Revold World,Martinez-James
3296,122,1,UI Enhancement,2,2025-01-05,David Downs,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
3297,164,4,Feature Development,10,2025-01-02,Isabella Coleman,Management,Project Manager,SRMG,Conley and Sons
3298,83,4,Security Patching,7,2025-03-25,Patricia Beasley,Management,Project Manager,SRMG,Conley and Sons
3299,46,3,Performance Testing,1,2025-03-17,William Rivera,Admin,System Admin,Planted,Clark and Sons
3300,53,5,Security Patching,9,2025-03-19,Michael Dixon,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3301,119,3,Design Review,12,2025-02-18,Crystal Carr,Design,UI Designer,Planted,Clark and Sons
3302,47,4,Bug Fixing,11,2025-03-15,Scott Woods,Design,Graphic Designer,SRMG,Conley and Sons
3303,146,4,Bug Fixing,12,2025-02-14,Monique Burgess,Dev,Frontend Developer,SRMG,Conley and Sons
3304,115,5,UI Enhancement,6,2025-03-28,Matthew Thomas PhD,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
3305,95,4,Performance Testing,2,2025-02-27,Miguel Miller,Management,Product Owner,SRMG,Conley and Sons
3306,133,1,Performance Testing,6,2025-03-06,David Graham,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
3307,199,4,Security Patching,5,2025-02-17,Matthew Green,QA,Automation Engineer,SRMG,Conley and Sons
3308,93,4,Meeting,6,2025-03-16,Kristen Golden,Design,UI Designer,SRMG,Conley and Sons
3309,143,5,Code Review,12,2025-01-10,Jordan Gomez,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3310,199,3,UI Enhancement,3,2025-03-03,Matthew Green,QA,Automation Engineer,Planted,Clark and Sons
3311,114,2,Security Patching,9,2025-01-12,Amber Hall,Management,Scrum Master,Revold World,Martinez-James
3312,78,3,Security Patching,6,2025-02-12,Paul Stevenson,Dev,Backend Developer,Planted,Clark and Sons
3313,142,1,Testing,1,2025-03-22,Joshua Alexander,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
3314,20,1,Bug Fixing,6,2025-02-19,Melissa Avery,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
3315,56,3,Database Optimization,6,2025-03-11,Caleb Brown,QA,Automation Engineer,Planted,Clark and Sons
3316,189,5,Security Patching,5,2025-01-22,Elizabeth Boyle,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
3317,1,5,Feature Development,6,2025-03-10,Tina Olson,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
3318,147,1,Database Optimization,4,2025-02-26,Donna Myers,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
3319,6,5,Code Review,7,2025-03-15,Toni Wallace,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
3320,184,5,UI Enhancement,7,2025-02-17,Sandra Williams,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
3321,183,5,Testing,4,2025-03-10,Amy Nelson,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
3322,91,3,Database Optimization,5,2025-02-11,Tina Garcia,Dev,Software Engineer,Planted,Clark and Sons
3323,92,2,Testing,1,2025-02-19,Michael Morales,Design,UI Designer,Revold World,Martinez-James
3324,37,5,UI Enhancement,5,2025-03-28,Amanda Diaz,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
3325,23,5,Security Patching,5,2025-01-06,Ashley Carter,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
3326,151,1,Code Review,11,2025-03-15,David Villanueva,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
3327,186,2,Feature Development,12,2025-03-16,Jason Smith,Data,Data Engineer,Revold World,Martinez-James
3328,22,4,Meeting,1,2025-03-25,Travis Moore,QA,Automation Engineer,SRMG,Conley and Sons
3329,155,4,Bug Fixing,2,2025-03-25,Ryan Rogers,Design,Graphic Designer,SRMG,Conley and Sons
3330,113,5,Code Review,4,2025-03-27,Natalie Garcia,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
3331,119,2,Database Optimization,8,2025-02-02,Crystal Carr,Design,UI Designer,Revold World,Martinez-James
3332,187,2,UI Enhancement,5,2025-02-17,Michelle Wells,Dev,Backend Developer,Revold World,Martinez-James
3333,52,2,Design Review,4,2025-01-03,Mary Oliver,Data,Data Engineer,Revold World,Martinez-James
3334,16,3,Database Optimization,4,2025-01-07,Megan Duncan,Data,Data Engineer,Planted,Clark and Sons
3335,77,2,Design Review,2,2025-01-03,Miranda Chapman,Dev,Frontend Developer,Revold World,Martinez-James
3336,71,2,UI Enhancement,10,2025-02-04,Joshua Stafford,QA,Test Analyst,Revold World,Martinez-James
3337,84,5,Feature Development,12,2025-03-09,Charlotte Hinton,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
3338,167,2,Security Patching,3,2025-03-05,Allen Williamson,Admin,System Admin,Revold World,Martinez-James
3339,122,3,Security Patching,1,2025-02-06,David Downs,Data,ML Engineer,Planted,Clark and Sons
3340,46,1,Performance Testing,2,2025-03-02,William Rivera,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
3341,95,1,Meeting,2,2025-02-05,Miguel Miller,Management,Product Owner,Sopheon,"Griffith, Williams and Thornton"
3342,16,5,Feature Development,3,2025-02-13,Megan Duncan,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
3343,50,1,Feature Development,4,2025-01-03,Michael Snow,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
3344,169,2,Performance Testing,1,2025-02-19,Shari Frey,Dev,Backend Developer,Revold World,Martinez-James
3345,111,1,Database Optimization,4,2025-01-11,Lisa Daniels,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
3346,126,3,Meeting,10,2025-02-24,Michael Mathews,Dev,Frontend Developer,Planted,Clark and Sons
3347,40,5,Meeting,8,2025-01-22,Virginia Sullivan,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
3348,29,3,Design Review,3,2025-01-07,Brianna Richards,Data,Data Analyst,Planted,Clark and Sons
3349,47,3,Database Optimization,12,2025-02-11,Scott Woods,Design,Graphic Designer,Planted,Clark and Sons
3350,43,4,Testing,10,2025-03-09,Mr. Jesus Lynch,Design,UI Designer,SRMG,Conley and Sons
3351,106,2,Security Patching,2,2025-01-10,Scott Nguyen,Data,Data Analyst,Revold World,Martinez-James
3352,102,3,Database Optimization,11,2025-02-18,Edward Martin,Dev,Frontend Developer,Planted,Clark and Sons
3353,29,4,Security Patching,12,2025-02-08,Brianna Richards,Data,Data Analyst,SRMG,Conley and Sons
3354,188,2,Feature Development,3,2025-01-28,Michael Kline,Management,Project Manager,Revold World,Martinez-James
3355,149,1,Performance Testing,5,2025-01-17,Robert Murray,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
3356,195,4,Security Patching,5,2025-03-10,Caroline Benton,QA,Automation Engineer,SRMG,Conley and Sons
3357,184,3,Database Optimization,7,2025-02-22,Sandra Williams,Admin,System Admin,Planted,Clark and Sons
3358,133,4,Code Review,7,2025-01-28,David Graham,Data,ML Engineer,SRMG,Conley and Sons
3359,76,4,Bug Fixing,6,2025-03-22,Laura Scott,QA,QA Engineer,SRMG,Conley and Sons
3360,131,2,Performance Testing,10,2025-02-23,Juan Kelly,Design,UX Designer,Revold World,Martinez-James
3361,149,1,Bug Fixing,12,2025-01-27,Robert Murray,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
3362,82,5,Testing,2,2025-02-25,Sharon Graham,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
3363,52,3,Design Review,4,2025-01-28,Mary Oliver,Data,Data Engineer,Planted,Clark and Sons
3364,93,2,UI Enhancement,1,2025-03-24,Kristen Golden,Design,UI Designer,Revold World,Martinez-James
3365,164,1,Performance Testing,10,2025-02-27,Isabella Coleman,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
3366,122,4,Code Review,2,2025-01-26,David Downs,Data,ML Engineer,SRMG,Conley and Sons
3367,69,2,Testing,4,2025-02-06,Jeremiah Mclaughlin,Management,Project Manager,Revold World,Martinez-James
3368,155,2,Security Patching,10,2025-01-16,Ryan Rogers,Design,Graphic Designer,Revold World,Martinez-James
3369,190,3,Feature Development,1,2025-02-14,Ronald Peterson,Data,Data Engineer,Planted,Clark and Sons
3370,112,4,Meeting,5,2025-02-21,Denise Butler,Admin,System Admin,SRMG,Conley and Sons
3371,126,4,Security Patching,5,2025-01-01,Michael Mathews,Dev,Frontend Developer,SRMG,Conley and Sons
3372,69,4,Design Review,5,2025-01-29,Jeremiah Mclaughlin,Management,Project Manager,SRMG,Conley and Sons
3373,195,1,Database Optimization,12,2025-01-08,Caroline Benton,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
3374,33,1,Database Optimization,11,2025-02-06,Gloria Robinson,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
3375,52,2,Database Optimization,12,2025-02-20,Mary Oliver,Data,Data Engineer,Revold World,Martinez-James
